"Ascherio, A. and W. C. Willett (1997). ""Health effects of trans fatty acids."" American Journal of Clinical Nutrition 66: S1006-S1010."	2	"trans Fatty acids are formed during the process of partial hydrogenation in which liquid vegetable oils are converted to margarine and vegetable shortening. Concern has existed that this process may have adverse consequences because natural essential fatty acids are destroyed and the new artificial isomers are structurally similar to saturated fats, lack the essential metabolic activity of the parent compounds, and inhibit the enzymatic desaturation of linoleic and linolenic acid. In the past 5 y a series of metabolic studies has provided unequivocal evidence that trans fatty acids increase plasma concentrations of low-density-lipoprotein cholesterol and reduce concentrations of high-density-lipoprotein (HDL) cholesterol relative to the parent natural fat. In these same studies, trans fatty acids increased the plasma ratio of total to HDL cholesterol nearly twofold compared with saturated fats. On the basis of these metabolic effects and the known relation of blood lipid concentrations to risk of coronary artery disease, we estimate conservatively that 30 000 premature deaths/y in the United States are attributable to consumption of trans fatty acids. Epidemiologic studies, although not conclusive on their own, are consistent with adverse effects of this magnitude or even larger. Because there are no known nutritional benefits of trans fatty acids and clear adverse metabolic consequences exist. prudent public policy would dictate that their consumption be minimized and that information on the trans fatty acid content of foods be available to consumers."
"Ascherio, A., et al. (1994). ""TRANS-FATTY-ACIDS INTAKE AND RISK OF MYOCARDIAL-INFARCTION."" Circulation 89(1): 94-101."	2	"Background Concern that trans-fatty acids formed in the partial hydrogenation of vegetable oils may increase the risk of coronary disease has existed for several decades, but direct evidence on this relation in humans is limited. Methods and Results With a case-control design, we studied the association between intake of trans-fatty acids and a first acute myocardial infarction among 239 patients admitted to one of six hospitals in the Boston area and 282 population control subjects. Intake of trans-fatty acids was estimated using a previously validated food frequency questionnaire. After adjustment for age, sex, and energy intake, intake of trans-fatty acids was directly related to risk of myocardial infarction (relative risk for highest compared with lowest quintile, 2.44; 95% confidence interval, 1.42, 4.19; for trend P<.0001). This relation remained highly significant after adjustment for established coronary risk factors, multivitamin use, and intake of saturated fat, monounsaturated fat, linoleic acid, dietary cholesterol, vitamins E and C, carotene, and fiber. Intake of margarine-the major source of trans-isomers-was significantly associated with risk of myocardial infarction. Conclusions These data support the hypothesis that intake of partially hydrogenated vegetable oils may contribute to the risk of myocardial infarction."
"Asgary, S., et al. (2009). ""Evaluation of fatty acid content of some Iranian fast foods with emphasis on trans fatty acids."" Asia Pacific Journal of Clinical Nutrition 18(2): 187-192."	0	"Although the disadvantages of trans fatty acids (TFAs) are widely mentioned, limited data are available on the TFAs contents of Iranian foods, including fast foods. The aim of this study was to quantify the amounts of common fatty acids in several fast foods in Iran, with specific focus on TFAs. The most commonly consumed fast foods in Iran: sausage, calbas, hamburgers and pizzas, were randomly selected seven times from products available in supermarkets and restaurants. Each time a 10 g sample was drawn and prepared for fatty acid analysis. Total and individual fatty acids were quantified according to standard methods by gas chromatography with 60 meter capillary column and flame ionization detector. The most common saturated fatty acids in Iranian fast foods is stearic acid (C18:0) which ranged from 14.0% to 20.9%. Saturated fatty acid content in calbas was significantly higher than that found in other groups. Trans fatty acids constitute almost 23.6% to 30.6% of total fatty acids of these products. The most common TFA in these fast foods was elaidic acid (C18:1 9t). Total cis unsaturated fatty acid content of tested fast foods varied from 25.3 %( in sausage) to 46.8(in calbas) with oleic acid (C18:1 9c) followed by linoleic acid (C18:2) being the most common fatty acids in these products. This study showed higher TFAs contents in commercially available fast foods compared to the amounts recommended by dietary guidelines in Iran. Further studies must assess the effects of these fatty acids on human health."
"Athyros, V. G., et al. (2011). ""Effect of a plant stanol ester-containing spread, placebo spread, or Mediterranean diet on estimated cardiovascular risk and lipid, inflammatory and haemostatic factors."" Nutrition Metabolism and Cardiovascular Diseases 21(3): 213-221."	0	"Background and aims: Mediterranean diet is associated with a reduced risk for cardiovascular disease (CVD). Use of plant stanols decreases low density lipoprotein cholesterol (LDL-C) concentrations. We compared the effects of the Mediterranean diet and plant stanol esters on vascular risk factors and estimated CVD (eCVD) risk. Methods and results: In this prospective, randomized, placebo-controlled study, 150 mildly hypercholesterolaemic subjects were randomized to Mediterranean diet, a spread containing plant stanol esters (2 g/day) or a placebo spread. Vascular risk factors were assessed every month for 4 months and the eCVD risk was calculated using the PROspective- Cardiovascular-Munster (PROCAM), Framingham, and Reynolds risk engines. Placebo had no significant effect on risk factors or eCVD risk. Mediterranean diet gradually induced a significant reduction in total cholesterol (TC), LDL-C, triglycerides, high sensitivity C-reactive protein (hsCRP), blood pressure and eCVD risk (24-32%). The plant stanol ester spread reduced (by 1 month) TC (-14%), LDL-C (-16%), hsCRP (-17%), and estimated CVD risk (26-30%). eCVD risk reduction was sustained at 4th months when the gradual Mediterranean diet eCVD risk reduction became comparable to that of the stanol group. Conclusions: Plant stanol esters yielded an early, by 1st treatment month, reduction of eCVD risk that resulted from a TC, LDL-C, and hsCRP decrease. eCVD risk reduction on the Mediterranean diet resulted from a change in several CVD risk factors and equaled that of plant stanol at 4 months. The consumption of plant stanol esters by moderately hypercholesterolaemic patients may be a useful option to reduce CVD risk in those who do not adopt a Mediterranean diet. (C) 2009 Elsevier B.V. All rights reserved."
"Atolani, O., et al. (2011). ""CHEMICAL COMPOSITION AND ANTIOXIDANT POTENTIALS OF KIGELIA PINNATA ROOT OIL AND EXTRACTS."" Excli Journal 10: 264-273."	0	"The chemical composition of Kigelia pinnata root oil extracted with n-hexane was analyzed by GC/GCMS. The antioxidant potential of the oil was compared to that of ethyl acetate and methanol extracts of the root. UV and IR spectroscopic techniques were used to carry out partial characterization of the oil and extracts. The free radical scavenging activity by spectrophotometric assay on the reduction of 1,1-diphenyl-2-picrylhydrazyl (DPPH) was examined while the total antioxidant activity (TAA) and relative antioxidant activity (RAA) were compared with standard antioxidant, a-tocopherol. The antioxidant activity (which correlated with the total phenolic content of the extracts) was assumed to be from the total phenolic content of the extracts. TAA was found to be higher in methanol extract (at 0.25 mg/mL). We hereby report for the first time the major component of the oil from the root of Kigelia pinnata to be elaidic acid (56.12%). It is a reported toxicant which thereby underscores the risk in the use of the plant in traditional therapies."
"Bahrami, G. and Z. Rahimi (2005). ""Fatty acid composition of human milk in Western Iran."" European Journal of Clinical Nutrition 59(4): 494-497."	0	"Objective: To investigate the fatty acid composition of mature human milk in Western Iran with special focus on trans fatty acids. Design: Observational study. Methods: Milk samples were collected from 52 lactating mothers aging 19-39y, from Western Iran. Subjects were asked to complete a diet questionnaire. Milk fatty acids were measured as 2-nitrophenylhydrazide derivatives by high-performance liquid chromatography. Results: Saturated fatty acids were the main fraction of human milk (41.3%). Medium-chain fatty acids (C8:0-C14:0) constituted 24%, oleic acid (C18:1 omega 9) accounted for 30.9% and elaidic acid (C18:1T), the trans isomer of oleic acid, comprised 11.3% of the total milk fatty acids. Linoleic (C18:2 omega 6) and linolenic (C18:3 omega 3) acid contents were 13.8 and 1.1%, respectively. The level of the polyunsaturated fatty acids was 1.4% for arachidonic (C20:4 omega 6) and 0.2% for eicosapentaenoic (C20:5 omega 3) acid. Conclusions: The milk from Iranian lactating mothers, as compared to that from the American or European mothers, contained high levels of medium-chain and trans fatty acids. This difference may be attributed to the maternal diet with low animal protein and animal fat but with high carbohydrate and partially hydrogenated vegetable oils that carry large amounts of trans fatty acids. As the detrimental effects of trans fatty acids on blood lipids and cardiovascular diseases have been emphasized in the literature, a reduction of trans fatty acid content in the diet of Iranian mothers is suggested. Sponsorship: Kermanshah University of Medical Sciences."
"Bamia, C., et al. (2005). ""Dietary patterns among older Europeans: the EPIC-Elderly study."" British Journal of Nutrition 94(1): 100-113."	0	"Overall dietary patterns have been associated with health and longevity. We used principal component (PC) and cluster analyses to identify the prevailing dietary patterns of 99 744 participants, aged 60 years or older, living in nine European countries and participating in the European Prospective Investigation into Cancer and Nutrition (EPIC-Elderly cohort) and to examine their socio-demographic and lifestyle correlates. Two PC were identified: PC1 reflects a 'vegetable-based' diet with an emphasis on foods of plant origin, rice, pasta and other grain rather than on margarine, potatoes and non-alcoholic beverages. PC2 indicates a 'sweet- and fat-dominated' diet with a preference for sweets, added fat and dairy products but not meat, alcohol, bread and eggs. PC1 was associated with a younger age, a higher level of education, physical activity, a higher BMI, a lower waist:hip ratio and never and past smoking. PC2 was associated with older age, less education, never having smoked, a lower BMI and waist:hip ratio and lower levels of physical activity. Elderly individuals in southern Europe scored positively on PC1 and about zero on PC2, whereas the elderly in northern Europe scored negatively on PC1 and variably on PC2. The results of cluster analysis were compatible with the indicated dietary patterns. 'Vegetable-based' and a 'sweet- and fat-dominated' diets are prevalent among the elderly across Europe, and there is a north-south gradient regarding their dietary choices. Our study contributes to the identification of groups of elderly who are likely to have different prospects for long-term disease occurrence and survival."
"Barros, P. A. V., et al. (2013). ""Nutritional quality and oxidative stability of butter obtained from cows fed sugar-cane supplemented with sunflower oil."" Arquivo Brasileiro De Medicina Veterinaria E Zootecnia 65(5): 1545-1553."	2	"The objective of this study was to evaluate the fatty acid (FA) profile, nutritional quality and oxidative stability (OE) indexes of butter obtained from milk of cows fed sugar cane-based diets containing increasing levels of sunflower oil (SO): 0 (Control); 1.5; 3.0 and 4.5% of diet DM. The butter FA profile was analyzed by gas chromatography and OE was determined using the Rancimat (R) equipment (model 743) operated at 120 degrees C and air flow of 20 L/h. The concentrations of rumenic acid (cis-9 trans-11 CLA), vaccenic acid (trans-11 C18: 1) and oleic acid (cis-9 C18: 1) in butter fat were increased by 867, 687 and 148%, respectively, as the dietary SO level increased from 0 to 4.5%. In contrast, the concentrations of medium chain saturated FA were linearly reduced (P<0.05) in butter fat from cows fed increasing levels of SO. Regarding the butter nutritional quality, a linear decrease (P<0.0001) in atherogenicity and thrombogenicity indexes and a linear increase (P<0.0001) in the hypocholesterolemic/hypercholesterolemic ratio were observed compared to control, 1.5, 3.0 and 4.5% SO, respectively. Consistent with the increased (P<0.0001) concentration of mono and polyunsaturated FA, the OE of butter fat was linearly reduced (P<0.0001) as the dietary SO level increased. It was concluded that diet supplementation with SO improved the nutritional quality of butter fat of Holstein x Gir dairy cows as a result of positive changes in milk FA profile. However, these changes in milk FA composition were accompanied by a reduction in the SO of butter, which in turn is associated with a shorter shelf life."
"Barton, P., et al. (2011). ""Effectiveness and cost effectiveness of cardiovascular disease prevention in whole populations: modelling study."" British Medical Journal 343."	1	"Objective To estimate the potential cost effectiveness of a population-wide risk factor reduction programme aimed at preventing cardiovascular disease. Design Economic modelling analysis. Setting England and Wales. Population Entire population. Model Spreadsheet model to quantify the reduction in cardiovascular disease over a decade, assuming the benefits apply consistently for men and women across age and risk groups. Main outcome measures Cardiovascular events avoided, quality adjusted life years gained, and savings in healthcare costs for a given effectiveness; estimates of how much it would be worth spending to achieve a specific outcome. Results A programme across the entire population of England and Wales (about 50 million people) that reduced cardiovascular events by just 1% would result in savings to the health service worth at least 30m pound ((sic)34m; $48m) a year compared with no additional intervention. Reducing mean cholesterol concentrations or blood pressure levels in the population by 5% (as already achieved by similar interventions in some other countries) would result in annual savings worth at least 80m pound to 100m pound. Legislation or other measures to reduce dietary salt intake by 3 g/day (current mean intake approximately 8.5 g/day) would prevent approximately 30 000 cardiovascular events, with savings worth at least 40m pound a year. Legislation to reduce intake of industrial trans fatty acid by approximately 0.5% of total energy content might gain around 570 000 life years and generate NHS savings worth at least 230m pound a year. Conclusions Any intervention that achieved even a modest population-wide reduction in any major cardiovascular risk factor would produce a net cost saving to the NHS, as well as improving health. Given the conservative assumptions used in this model, the true benefits would probably be greater."
"Bassett, C. M. C., et al. (2010). ""Dietary Vaccenic Acid Has Antiatherogenic Effects in LDLr(-/-) Mice."" Journal of Nutrition 140(1): 18-24."	2	"Epidemiological evidence has associated dietary trans fatty acids (TFA) with heart disease. TFA are primarily from hydrogenated fats rich in elaidic acid, but dairy products also contain naturally occurring TFA such as vaccenic acid. Our purpose in this study was to compare the effects of consuming a commercially hydrogenated vegetable shortening rich in elaidic TFA (18:1t9) or a butter rich in vaccenic TFA (18:1t11) in the absence and presence of dietary cholesterol on atherosclerosis. LDL receptor deficient (LDLr(-/-)) mice were fed 1 of 8 experimental diets for 14 wk with the fat content replaced by: regular (pork/soy) fat (RG), elaidic shortening (ES), regular butter (RB), vaccenic butter (VB), or an atherogenic diet containing 2% cholesterol with RG (CH+RG), ES (CH+ES), RB (CH+RB), or VB (CH+VB). Serum cholesterol levels were elevated with cholesterol feeding (P < 0.001), whereas serum triglyceride levels were higher only in the CH+RB (P < 0.001) and CH+VB (P < 0.001) groups compared with the other 6 groups. Serum cholesterol and triglyceride levels were significantly lower in the CH+VB group than in the CH+RB group (P < 0.001). Atherosclerosis was stimulated by dietary ES compared with RG (P = 0.021), but CH+ES did not stimulate atherosclerosis beyond CH+RG alone. In contrast, VB did not induce an increase in atherosclerotic plaque formation compared with the RG and RB diets and the CH+VB diet reduced atherosclerosis compared with the other diets containing cholesterol (P < 0.01). In summary, consuming a hydrogenated elaidic acid-rich diet stimulates atherosclerosis, whereas a vaccenic acid-rich butter protects against atherosclerosis in this animal model. J. Nutr. 140: 18-24, 2010."
"Baumgartner, S., et al. (2013). ""Effects of plant sterol-or stanol-enriched margarine on fasting plasma oxyphytosterol concentrations in healthy subjects."" Atherosclerosis 227(2): 414-419."	0	"Background: Consumption of plant sterols and plant stanols reduces low-density lipoprotein cholesterol (LDL-C) concentrations. At the same time, plasma plant sterol concentrations will increase after plant sterol consumption, but decrease after plant stanol consumption. In contrast to plant stanols, plant sterols can undergo oxidation and form oxyphytosterols. Findings from in vitro and animal studies suggest that oxyphytosterols might be atherogenic. Objective: The objective was to examine whether plant sterol and stanol consumption changes fasting plasma oxyphytosterol concentrations. Design: A randomized, double blind, cross-over study was performed in which 43 healthy subjects (18-70 years) consumed for 4 weeks a plant sterol-enriched (3.0 g/d of plant sterols), a plant stanol-enriched (3.0 g/d of plant stanols), and a control margarine separated by wash-out periods of 4 weeks. Oxyphytosterol concentrations were determined in BHT-enriched plasma via GC-MS. Results: Compared to control, serum LDL-C concentrations were reduced after plant sterol (-8.1%; p < 0.001) and plant stanol consumption (-7.8%; p < 0.001). Plant sterol consumption did not change plasma oxyphytosterol concentrations. On the other hand, intake of the plant stanol margarine reduced 7 beta-OH-campesterol by 0.07 ng/mL (similar to 14%; p < 0.01) and by 0.07 ng/mL (similar to 15%; p < 0.01) compared with the control and sterol margarines, respectively. When standardized for serum cholesterol, effects on these oxyphytosterols were comparable. In addition, plant stanol intake reduced cholesterol-standardized 7-keto-campesterol levels compared with plant sterol intake (p < 0.05). Conclusions: Daily consumption of a plant sterol-enriched margarine does not increase oxyphytosterol concentrations, while plant stanol consumption may reduce the concentrations of the oxidative plant sterol metabolites 7 beta-OH-campesterol and 7-keto-campesterol. This trial is registered at clinicaltrials.gov as NCT01559428. (C) 2013 Elsevier Ireland Ltd. All rights reserved."
"Baumgartner, S., et al. (2013). ""Oxyphytosterol formation in humans: Identification of high vs. low oxidizers."" Biochemical Pharmacology 86(1): 19-25."	0	"Animal studies suggest that oxyphytosterols are atherogenic. However, we have previously shown that plasma oxyphytosterol concentrations did not increase after consuming a diet enriched in plant sterol esters (3 g/day), while minor reductions were seen after consuming a plant stanol ester-enriched diet. Large variations in oxyphytosterol concentrations between individuals however existed. The aim of this study was to identify factors that may explain inter-individual differences in plasma oxyphytosterol concentrations. For this, 43 subjects consumed for 4 weeks in random order a plant sterol, stanol and control margarine. Plasma oxyphytosterol concentrations were determined in butylated hydroxytoluene (BHT)-enriched EDTA plasma via GC MS and serum oxidized low-density lipoprotein (oxLDL) concentrations were analyzed via ELISA. Trolox equivalent antioxidant capacity (TEAC) values, alpha-tocopherol concentrations and iron/copper status were determined to assess plasma oxidative and anti-oxidative capacity. Serum (non-oxidized) sitosterol and campesterol concentrations did not correlate with plasma oxysitosterol and oxycampesterol concentrations during any of the three dietary interventions. Moreover, plasma oxyphytosterol concentrations remained relatively stable overtime. Six subjects could be arbitrarily classified as having consistent low or high plasma oxyphytosterol concentrations, which was also reflected in oxLDL concentrations. However, oxidative and anti-oxidative capacity markers, such as iron/copper status, alpha-tocopherol concentrations and TEAC values, could not explain these differences. In conclusion, subjects seem to have consistent plasma oxyphytosterol concentrations, which resulted in the identification of low and high oxidizers'. Differences., however, could not be attributed to the oxidative and anti-oxidative capacity markers analyzed. (C) 2013 Elsevier Inc. All rights reserved."
"Baylin, A., et al. (2002). ""Adipose tissue biomarkers of fatty acid intake."" American Journal of Clinical Nutrition 76(4): 750-757."	2	"Background: Biomarkers can provide a more accurate measure of long-term intake than can dietary questionnaires. Objective: The objective was to identify which adipose tissue fatty acids are suitable biomarkers of intake as assessed with a validated food-frequency questionnaire. Design: Costa Rican men with a mean (+/- SD) age of 56 +/- 11 y (n = 367) and women aged 60 +/- 10 y (n = 136) completed a 135-item food-frequency questionnaire and provided art adipose tissue sample. Fifty fatty acids were identified by capillary gas chromatography. Correlation coefficients were calculated after adjustment for age, sex, body mass index, and smoking status. Results: The best adipose tissue marker for total intake of saturated fatty acids was 15:0 + 17:0 (r = 0.18). Both 15:0 and 17:0 were also the best correlates of dairy product intake (r = 0.31 for each). The diet-adipose tissue correlations for n-3 fatty acids were r = 0.34 for 18:3, r = 0.15 for 20:5, and r = 0.18 for 22:6, Fish intake correlated significantly with these adipose tissue n-3 fatty acids. Dietary and adipose tissue n-6 fatty acids were highly correlated: 18:2 (r = 0.58) and 18:3 (r = 0.24). The best indicators of total trans fatty acid intake were ct18:2n-6 and tc18:2n-6 (r = 0.58 for each); total 18:1 trans fatty acid (r = 0.45) and 16: 1 trans fatty acid (r = 0.16) were the next best indicators. Conclusions: Adipose tissue is a suitable biomarker of dietary fatty acid intake, particularly for n-3 and n-6 cis polyunsaturated fatty acids and trans fatty acids, Ideally, adipose tissue and dietary questionnaires should complement, rather than substitute for, each other in epidemiologic studies."
"Baylin, A., et al. (2003). ""High 18 : 2 trans-fatty acids in adipose tissue are associated with increased risk of nonfatal acute myocardial infarction in Costa Rican adults."" Journal of Nutrition 133(4): 1186-1191."	0	"Trans-fatty acid intake is associated with coronary heart disease (CHD), but the atherogenic potential of individual trans-fatty acids (FA) from partially hydrogenated oils (18:1 and 18:2) or meat and dairy products (16:1 and 18:1) is unclear. Incident cases (n = 482) of a first nonfatal myocardial infarction (MI) were matched with population controls (n = 482) for age, gender and area of residence, all living in Costa Rica. Trans-FA in adipose tissue samples were assessed by gas chromatography. Odds ratios (OR) and 95% confidence intervals were calculated from conditional logistic regression models. Total adipose tissue trans-fat was positively associated with risk of MI. After adjusting for established risk factors and other confounders, the OR by quintiles of total trans-fat were 1.00, 1.34, 2.05, 2.22 and 2.94 (P-test for trend < 0.01). This association was attributed mainly to 18:2 trans-FA that were abundant in both adipose tissue and in partially hydrogenated soybean oil, margarines and baked products used by this population; OR = 1.00, 0.96, 2.09, 3.51 and 5.05 (P-test for trend < 0.001). Adipose tissue 16:1 trans-FA were also associated with MI; OR = 1.00, 1.57, 1.39, 1.34 and 2.58 (P-test for trend < 0.05). An association with 18:1 trans-FA was not detected. High 18:2 trans-FA in adipose tissue are associated with increased risk of MI. Because the use of hydrogenated oils is increasing worldwide, consumers should be aware of the harmful effects of products containing partially hydrogenated oils."
"Baylin, A., et al. (2007). ""Fatty acid composition of Costa Rican foods including trans fatty acid content."" Journal of Food Composition and Analysis 20(3-4): 182-192."	0	"To further understand the fatty acid-disease relationships in an epidemiologic context, detailed composition tables are required. The composition of the major saturated, monounsaturated, and polyunsaturated fatty acids that are most abundant in the diet, is available for numerous foods in many countries, but data on the content of individual fatty acids with relative low abundance are scarce. We conducted a study to establish a fatty acid composition database that includes fatty acids with low relative abundance as well as trans fatty acids for the main sources of fat in the Costa Rican diet. Fatty acids were determined by gas chromatography. We present in-depth fatty acid composition tables for foods that are commonly used in Costa Rica. These analyses include information on alpha-linolenic, gamma-linolenic, arachidonic acid and trans fatty acids, which are important for health but where information is scarce. Of particular interest is the high content of trans fatty acids in partially hydrogenated soybean oil in Costa Rica, although decreasing over time. In a period of 10 years the amount of total trans fatty acids in Costa Rican soybean oil has decreased from an average of 20 to 1.5%, while alpha-linolenic has increased from an average of 1.87 to 6.06%. Our data will be of special interest for studies on Latin American countries requiring dietary information. (c) 2006 Elsevier Inc. All rights reserved."
"Belin, R. J., et al. (2011). ""Fish Intake and the Risk of Incident Heart Failure The Women's Health Initiative."" Circulation-Heart Failure 4(4): 404-+."	1	"Background-Whether fish or the fatty acids they contain are independently associated with risk for incident heart failure (HF) among postmenopausal women is unclear. Methods and Results-The baseline Women's Health Initiative Observational Study cohort consisted of 93 676 women ages 50 to 79 years of diverse ethnicity and background, of which 84 493 were eligible for analyses. Intakes of baked/broiled fish, fried fish, and omega-3 fatty acid (eicosapentaenoic acid + docosahexaenoic acid, alpha-linolenic acid), and trans-fatty acid were determined from the Women's Health Initiative food frequency questionnaire. Baked/broiled fish consumption was divided into 5 frequency categories: <1/mo (referent), 1 to 3/mo, 1 to 2/wk, 3 to 4/wk, >= 5/wk. Fried fish intake was grouped into 3 frequency categories: <1/mo (referent), 1-3/mo, and >= 1/wk. Associations between fish or fatty acid intake and incident HF were determined using Cox models adjusting for HF risk factors and dietary factors. Baked/broiled fish consumption (>= 5 servings/wk at baseline) was associated with a hazard ratio of 0.70 (95% confidence interval, 0.51 to 0.95) for incident HF. In contrast, fried fish consumption (>= 1 serving/wk at baseline) was associated with a hazard ratio of 1.48 (95% confidence interval, 1.19 to 1.84) for incident HF. No significant associations were found between eicosapentaenoic acid + docosahexaenoic acid, alpha-linolenic acid, or trans-fatty acid intake and incident HF. Conclusions-Increased baked/broiled fish intake may lower HF risk, whereas increased fried fish intake may increase HF risk in postmenopausal women. (Circ Heart Fail. 2011; 4: 404-413.)"
"Belkacemi, K., et al. (2007). ""Hydrogenation of sunflower oil over bimetallic supported catalysts on mesostructured silica material."" International Journal of Chemical Reactor Engineering 5."	0	"Hydrogenation of vegetable oils using stable catalysts with satisfactory activity and selectivity as well as very low trans fatty acid (TFA) and saturated fatty acid (SFA) production is a challenging task. It is known that unhealthy TFA formation is the result of positional and conjugative isomerization side-reactions occurring during hydrogenation. From this standpoint, it is possible to formulate active, selective and stable catalysts which would minimize the production of TFA and SFA. Monometallic Pd and bimetallic Pd-Me (Me=Mo, Ni, Co, Ru, and Sr,) highly dispersed on mesostructured SBA-silica material with pore size ranging from 6 to 7 nm, BET-specific surface of 800-900 m(2)/g, and metal nominal total loading up to 1.0 % w/w, were comparatively investigated as catalysts for lowering the unhealthy trans (TFA) and saturated (SFA) fatty acids and maximizing the highly health-beneficial cis-monoenes production during the hydrogenation of sunflower oil at 110 degrees C under hydrogen pressure of 5 atm. The Pd-catalyst at nominal metal loading of 0.8 % supported on nanostructured support was active and selective for the hydrogenation of sunflower oil under mild process conditions. It produced less saturated acid and reached a good selectivity towards monoenes. In all cases, the consecutive impregnations of Pd and a second metal on the mesoporous silica support preserved the mesoporous structure of the support with slight modification of the textural characteristics in terms of BET surface area, pore size distribution and total pore volume. The addition of nominal 0.2 % Co, Sr or Ru to 0.8% Pd-catalyst enhanced its activity. However, the addition of nominal 0.2 % Ni or Mo dropped the activity of monometallic Pd-catalyst significantly. It is clearly shown that Ru had some promoting effect to inhibit further the formation of trans fatty acids. The addition of a second metal to Pd-catalyst had no significant effect on the formation of C18:0. High degree of metal-metal, metal-support as well as metal-oil interactions would greatly influence the reaction mechanisms of the vegetable oil hydrogenation."
"Bemelmans, W. J. E., et al. (2002). ""Effect of an increased intake of alpha-linolenic acid and group nutritional education on cardiovascular risk factors: the Mediterranean Alpha-linolenic Enriched Groningen Dietary Intervention (MARGARIN) study."" American Journal of Clinical Nutrition 75(2): 221-227."	1	"Background: The effect of long-term increased intakes of alpha-linolenic acid (ALA; 18:3n-3) on cardiovascular risk factors is unknown. Objectives: Our objectives were to assess the effect of increased ALA intakes on cardiovascular risk factors and the estimated risk of ischemic heart disease (IHD) at 2 y and the effect of nutritional education on dietary habits. Design: Subjects with multiple cardiovascular risk factors (124 men and 158 women) were randomly assigned in a double-blind fashion to consume a margarine rich in either ALA [46% linoleic acid (LA; 18:2n-6) and 15% ALA; n = 114] or LA (58% LA and 0.3% ALA; n = 168). An intervention group (n = 110; 50% ALA) obtained group nutritional education, and a control group (n = 172; 34% ALA) received a posted leaflet containing the standard Dutch dietary guidelines. Results: Average ALA intakes were 6.3 and 1.0 g/d in the ALA and LA groups, respectively. After 2 y, the ALA group had a higher ratio of total to HDL cholesterol (+0.34; 95% CI: 0.12, 0.56), lower HDL cholesterol (-0.05 mmol/L; -0.10, 0), higher serum triacylglycerol (+0.24 mmol/L; 0.02, 0.46), and lower plasma fibrinogen (-0.18 g/L; -0.31, -0.04; after 1 y) than did the LA a cup (adjusted for baseline values, sex, and lipid-lowering drugs). No significant difference existed in 10-y estimated IHD risk. After 2 y, the intervention group had lower saturated fat intakes and higher fish intakes than did the control group. Conclusions: Increased ALA intakes decrease the estimated IHD risk to an extent similar to that found with increased LA intakes. Group nutritional education can effectively increase fish intake."
"Bemelmans, W. J. E., et al. (2004). ""Increased alpha-linolenic acid intake lowers C-reactive protein, but has no effect on markers of atherosclerosis."" European Journal of Clinical Nutrition 58(7): 1083-1089."	1	"Objective: To investigate the effects of increased alpha-linolenic acid (ALA)-intake on intima-media thickness (IMT), oxidized low-density lipoprotein (LDL) antibodies, soluble intercellular adhesion molecule-1 (sICAM-1), C-reactive protein (CRP), and interleukins 6 and 10. Design: Randomized double-blind placebo-controlled trial. Subjects: Moderately hypercholesterolaemic men and women (55 +/- 10 y) with two other cardiovascular risk factors (n = 103). Intervention: Participants were assigned to a margarine enriched with ALA (fatty acid composition 46% LA, 15% ALA) or linoleic acid (LA) (58% LA, 0.3% ALA) for 2 y. Results: Dietary ALA intake was 2.3 en% among ALA users, and 0.4 en% among LA users. The 2-y progression rate of the mean carotid IMT (ALA and LA: + 0.05 mm) and femoral IMT (ALA: + 0.05 mm; LA: + 0.04 mm) was similar, when adjusted for confounding variables. After 1 and 2 y, ALA users had a lower CRP level than LA users (net differences -0.53 and -0.56 mg/l, respectively, P<0.05). No significant effects were observed in oxidized LDL antibodies, and levels of sICAM-1, interleukins 6 and 10. Conclusions: A six-fold increased ALA intake lowers CRP, when compared to a control diet high in LA. The present study found no effects on markers for atherosclerosis."
"Bendsen, N. T., et al. (2011). ""Effect of trans fatty acid intake on abdominal and liver fat deposition and blood lipids: a randomized trial in overweight postmenopausal women."" Nutrition & Diabetes 1."	2	"Background: Intake of industrially produced trans fatty acids (TFAs) is, according to observational studies, associated with an increased risk of cardiovascular disease, but the causal mechanisms have not been fully elucidated. Besides inducing dyslipidemia, TFA intake is suspected to promote abdominal and liver fat deposition. Objective: We examined the effect of a high intake of TFA as part of an isocaloric diet on whole-body, abdominal and hepatic fat deposition, and blood lipids in postmenopausal women. Methods: In a 16-week double-blind parallel intervention study, 52 healthy overweight postmenopausal women were randomized to receive either partially hydrogenated soybean oil providing 15.7 g day(-1) of TFA or a control oil with mainly oleic and palmitic acid. Before and after the intervention, body composition was assessed by dual-energy X-ray absorptiometry, abdominal fat by magnetic resonance (MR) imaging, and liver fat by H-1 MR spectroscopy. Results: Compared with the control fat, TFA intake decreased plasma high-density lipoprotein (HDL)-cholesterol by 10%, increased low-density lipoprotein (LDL)-cholesterol by 18% and resulted in an increased LDL/HDL-cholesterol ratio (baseline adjusted mean (95% CI) difference between diet groups 0.41 (0.22; 0.60); P<0.001). TFA tended to increase the body fat (0.46 (-0.20; 1.17) kg; P = 0.16) and waist circumference (1.1 (-0.1; 2.4) cm; P = 0.08) more than the control fat, whereas neither abdominal nor liver fat deposition was affected by TFA. Conclusion: The adverse effect of dietary TFA on cardiovascular disease risk involves induction of dyslipidemia, and perhaps body fat, whereas weight gain-independent accumulation of ectopic fat could not be identified as a contributory factor during short-term intake. Nutrition and Diabetes (2011) 1, e4; doi: 10.1038/nutd.2010.4; published online 31 January 2011"
